	ERR1842970	ERR1842971	ERR1842972	ERR1842973	ERR1842974	ERR1842975	ERR1842976	ERR1842977	ERR1842978	ERR1842979	ERR1842980	ERR1842981	ERR1842982	ERR1842983	ERR1842984	ERR1842985	ERR1842986	ERR1842987	ERR1842988	ERR1842989	ERR1842990	ERR1842991	ERR1842992	ERR1842993	ERR1842994	ERR1842995	ERR1842996
ERR1842970	0	0.4046479507091956	0.3369152306645181	0.2877431878259687	0.4806176858923833	0.4582529771441118	0.3540260511964512	0.4219633568976338	0.5570531617206191	0.1321039443460606	0.4365904181221325	0.3115513235054878	0.3112505033823406	0.4474757849977247	0.4316169971828276	0.4670879359722012	0.4273791143061136	0.3565767827993869	0.362124693435434	0.456179078094009	0.4751452905248618	0.4706610666162869	0.4744069452482599	0.3991317433008221	0.4708788183834871	0.4075274109011774	0.4537538504961046
ERR1842971	0.4046479507091956	0	0.3731449023342466	0.4469515104524935	0.5766333723737135	0.4854142024983136	0.4273871386085578	0.4259930545452204	0.5937627640686277	0.4180491035521918	0.2981660607575717	0.4069585289352609	0.4610759870439766	0.5576932847479494	0.5152127427835833	0.527015396737939	0.4644427485897523	0.5137721102840968	0.4666251783848105	0.4734886869156766	0.5293194014783567	0.5163994578921949	0.5512826751462448	0.5150076654419833	0.4459219744032541	0.4761283042411588	0.4864583058774731
ERR1842972	0.3369152306645181	0.3731449023342466	0	0.4171772955030068	0.5277019000393549	0.4727622411089442	0.4843961820021509	0.4933665941114085	0.5884592967546756	0.3870474178438024	0.347046897098729	0.2522192951907395	0.3897757359791854	0.5151913837232468	0.4954435149102924	0.5201856016571613	0.5314240472110848	0.4769659583768601	0.4928428488860775	0.4610730214479103	0.3962362461980556	0.5696241550377215	0.6060388116038246	0.4930022983198314	0.5638604280829816	0.492147281521	0.5161388289648595
ERR1842973	0.2877431878259687	0.4469515104524935	0.4171772955030068	0	0.4655156276080689	0.4031412315808666	0.2428739736180026	0.3264443848742084	0.5203729086779966	0.2683027183094018	0.5057526967240669	0.3794536483746179	0.1713176330986789	0.430273144893864	0.3187005711022901	0.3689919012320657	0.3111871555264135	0.2782563470814428	0.4145609325692177	0.5004770547333807	0.5311746735366385	0.4147478506643571	0.4188845713599569	0.416369036890197	0.3909428069503983	0.3701891438593721	0.4347962913705433
ERR1842974	0.4806176858923833	0.5766333723737135	0.5277019000393549	0.4655156276080689	0	0.5260422100054535	0.4977794811317313	0.4962703446669285	0.5228124327409259	0.5258272263048103	0.5254180714565476	0.5686569003820806	0.4468617776554243	0.2195041043790411	0.5666647805233671	0.5210569639420507	0.5496435864761217	0.5220712020450272	0.6104336991688146	0.6811288309834841	0.6583191916797457	0.6160575922075471	0.5966000322516977	0.5355178449214895	0.6092666155337517	0.5341749610198607	0.5604571253878466
ERR1842975	0.4582529771441118	0.4854142024983136	0.4727622411089442	0.4031412315808666	0.5260422100054535	0	0.3539457584974867	0.3084085335143535	0.3545152022684613	0.4249102185952178	0.5318696120708197	0.5198359630773106	0.3668155562808507	0.4913921025335221	0.2848305401893398	0.3609246781118126	0.3873756904366579	0.4235334133868605	0.5903581595892916	0.6213385268180628	0.6323282713571983	0.6092668563234614	0.5805487636472545	0.6060913637964569	0.4958953725306781	0.5123015991162013	0.49345054967363
ERR1842976	0.3540260511964512	0.4273871386085578	0.4843961820021509	0.2428739736180026	0.4977794811317313	0.3539457584974867	0	0.2725982191331121	0.4730784286030061	0.3166536083265719	0.4659818566030244	0.4614888057647355	0.2748097088760788	0.4104170664792283	0.311883683044883	0.2269638992284233	0.2673482351650727	0.3191021224456725	0.4420873522356162	0.5166501595326747	0.5772573413660174	0.4725264702104517	0.4365730018250782	0.4702302439817894	0.3219256768491762	0.3790800580700869	0.4548216343988201
ERR1842977	0.4219633568976338	0.4259930545452204	0.4933665941114085	0.3264443848742084	0.4962703446669285	0.3084085335143535	0.2725982191331121	0	0.391123054573814	0.3873971309531715	0.4989734489291893	0.4706922162935747	0.3271014768315288	0.4394423214050521	0.3573593001300819	0.3307743610487993	0.1682259447791476	0.3609267105533256	0.5016907736608568	0.5404974576228555	0.5746882580449679	0.523358429120674	0.4935034677797814	0.5127100925598367	0.3952499676456975	0.3869758909625468	0.4684784763833383
ERR1842978	0.5570531617206191	0.5937627640686277	0.5884592967546756	0.5203729086779966	0.5228124327409259	0.3545152022684613	0.4730784286030061	0.391123054573814	0	0.5269154565365207	0.6073870817155527	0.630934095400625	0.4802940523624821	0.4866336626427601	0.5060322222286452	0.4046046401974895	0.4859555648144042	0.4750729149223726	0.6603911671619473	0.7081427634722832	0.709247741211618	0.6802799914958024	0.6256504569948842	0.6485652044376131	0.6102476930949553	0.5768289217532724	0.6166539578296871
ERR1842979	0.1321039443460606	0.4180491035521918	0.3870474178438024	0.2683027183094018	0.5258272263048103	0.4249102185952178	0.3166536083265719	0.3873971309531715	0.5269154565365207	0	0.4764374402139847	0.3587867305134039	0.290471626365904	0.4813516512734051	0.3837676419996832	0.4365181498595938	0.3840730858619942	0.3243111757941664	0.3827451369789119	0.472478418177235	0.5052626469811508	0.4876643763010995	0.4582651864235747	0.4478108672752786	0.4516133726764076	0.4296661917128127	0.4700834025178375
ERR1842980	0.4365904181221325	0.2981660607575717	0.347046897098729	0.5057526967240669	0.5254180714565476	0.5318696120708197	0.4659818566030244	0.4989734489291893	0.6073870817155527	0.4764374402139847	0	0.4410471590678798	0.463261217183738	0.4772754106750757	0.5476596156514891	0.4969188438319556	0.5370723723731546	0.5607693488578008	0.4969054863052164	0.4508470808949491	0.5106484684932304	0.5634199251857767	0.6043852672224141	0.5405870891658824	0.5116258505638522	0.4845059750059554	0.522123335895684
ERR1842981	0.3115513235054878	0.4069585289352609	0.2522192951907395	0.3794536483746179	0.5686569003820806	0.5198359630773106	0.4614888057647355	0.4706922162935747	0.630934095400625	0.3587867305134039	0.4410471590678798	0	0.3903540242627138	0.5553837716435294	0.4572616285900103	0.551754577002796	0.4687700682778933	0.4004695300062654	0.4561800434925592	0.3698364042921595	0.3032251291873849	0.5325423774560517	0.5512153377040311	0.4646069737237094	0.5199902757922602	0.4790308187127055	0.4724141133369124
ERR1842982	0.3112505033823406	0.4610759870439766	0.3897757359791854	0.1713176330986789	0.4468617776554243	0.3668155562808507	0.2748097088760788	0.3271014768315288	0.4802940523624821	0.290471626365904	0.463261217183738	0.3903540242627138	0	0.3870376482662039	0.3167573988174326	0.3182307767875849	0.3339833243606337	0.2780252331863373	0.4540903800417724	0.5293107053776447	0.5476188974918744	0.4809195215921251	0.4675356541074464	0.4522454546264181	0.4451643919459488	0.395377099127694	0.4668455147851046
ERR1842983	0.4474757849977247	0.5576932847479494	0.5151913837232468	0.430273144893864	0.2195041043790411	0.4913921025335221	0.4104170664792283	0.4394423214050521	0.4866336626427601	0.4813516512734051	0.4772754106750757	0.5553837716435294	0.3870376482662039	0	0.5114818445992073	0.4138216585307342	0.4895906172800064	0.456812373297684	0.5578636281340609	0.6426374513909578	0.6315984938125883	0.5812937094492746	0.5345668133045153	0.488563614914315	0.5550562071925572	0.4807921758412946	0.5443513627219293
ERR1842984	0.4316169971828276	0.5152127427835833	0.4954435149102924	0.3187005711022901	0.5666647805233671	0.2848305401893398	0.311883683044883	0.3573593001300819	0.5060322222286452	0.3837676419996832	0.5476596156514891	0.4572616285900103	0.3167573988174326	0.5114818445992073	0	0.3704044749748723	0.3385952202429878	0.3263134145481255	0.5200833888695616	0.5347877213485708	0.5767989036011797	0.5472262937252352	0.4972872146469383	0.557025040434871	0.4313449581166284	0.4623240165580592	0.4468732608209934
ERR1842985	0.4670879359722012	0.527015396737939	0.5201856016571613	0.3689919012320657	0.5210569639420507	0.3609246781118126	0.2269638992284233	0.3307743610487993	0.4046046401974895	0.4365181498595938	0.4969188438319556	0.551754577002796	0.3182307767875849	0.4138216585307342	0.3704044749748723	0	0.3559193984725578	0.3540400198924125	0.5449896217647494	0.5788931517747723	0.6462931475904674	0.5940107762966846	0.5287116578615252	0.5596073642826361	0.4607180269148456	0.4505098833801521	0.549660531245004
ERR1842986	0.4273791143061136	0.4644427485897523	0.5314240472110848	0.3111871555264135	0.5496435864761217	0.3873756904366579	0.2673482351650727	0.1682259447791476	0.4859555648144042	0.3840730858619942	0.5370723723731546	0.4687700682778933	0.3339833243606337	0.4895906172800064	0.3385952202429878	0.3559193984725578	0	0.3396738371160927	0.4999475246261378	0.497353564968305	0.5644903063627207	0.5174079273444079	0.4785233994690485	0.5109199123328869	0.3825225000565013	0.3890894584115343	0.4597384465092923
ERR1842987	0.3565767827993869	0.5137721102840968	0.4769659583768601	0.2782563470814428	0.5220712020450272	0.4235334133868605	0.3191021224456725	0.3609267105533256	0.4750729149223726	0.3243111757941664	0.5607693488578008	0.4004695300062654	0.2780252331863373	0.456812373297684	0.3263134145481255	0.3540400198924125	0.3396738371160927	0	0.4727246682556896	0.4896709568976255	0.5503590318918065	0.5373991897943171	0.4463493415359196	0.427127801849246	0.4786104519482516	0.4527020326339223	0.5055798194108663
ERR1842988	0.362124693435434	0.4666251783848105	0.4928428488860775	0.4145609325692177	0.6104336991688146	0.5903581595892916	0.4420873522356162	0.5016907736608568	0.6603911671619473	0.3827451369789119	0.4969054863052164	0.4561800434925592	0.4540903800417724	0.5578636281340609	0.5200833888695616	0.5449896217647494	0.4999475246261378	0.4727246682556896	0	0.4177282555408254	0.3864474369960604	0.2663128167000235	0.2821169365166062	0.2761343881180326	0.3131912206808631	0.2679300732455053	0.3163116234442423
ERR1842989	0.456179078094009	0.4734886869156766	0.4610730214479103	0.5004770547333807	0.6811288309834841	0.6213385268180628	0.5166501595326747	0.5404974576228555	0.7081427634722832	0.472478418177235	0.4508470808949491	0.3698364042921595	0.5293107053776447	0.6426374513909578	0.5347877213485708	0.5788931517747723	0.497353564968305	0.4896709568976255	0.4177282555408254	0	0.3091745221340894	0.5165296598794695	0.4985741974192563	0.446858165118167	0.4866891228219851	0.4102894259840359	0.4201093337421579
ERR1842990	0.4751452905248618	0.5293194014783567	0.3962362461980556	0.5311746735366385	0.6583191916797457	0.6323282713571983	0.5772573413660174	0.5746882580449679	0.709247741211618	0.5052626469811508	0.5106484684932304	0.3032251291873849	0.5476188974918744	0.6315984938125883	0.5767989036011797	0.6462931475904674	0.5644903063627207	0.5503590318918065	0.3864474369960604	0.3091745221340894	0	0.4768823190776827	0.4772094162692425	0.4099812045928052	0.4961052212535382	0.3928832708271975	0.3951184725427015
ERR1842991	0.4706610666162869	0.5163994578921949	0.5696241550377215	0.4147478506643571	0.6160575922075471	0.6092668563234614	0.4725264702104517	0.523358429120674	0.6802799914958024	0.4876643763010995	0.5634199251857767	0.5325423774560517	0.4809195215921251	0.5812937094492746	0.5472262937252352	0.5940107762966846	0.5174079273444079	0.5373991897943171	0.2663128167000235	0.5165296598794695	0.4768823190776827	0	0.2827693865086384	0.3000035981929738	0.2788476948401178	0.2784556941301544	0.2733176170506103
