# Constructed from biom file
#OTU ID	ERR1842970	ERR1842971	ERR1842972	ERR1842973	ERR1842974	ERR1842975	ERR1842976	ERR1842977	ERR1842978	ERR1842979	ERR1842980	ERR1842981	ERR1842982	ERR1842983	ERR1842984	ERR1842985	ERR1842986	ERR1842987	ERR1842988	ERR1842989	ERR1842990	ERR1842991	ERR1842992	ERR1842993	ERR1842994	ERR1842995	ERR1842996
1c16c87a1e650524a7af831fc8606907	368.0	115.0	39.0	82.0	92.0	35.0	150.0	155.0	33.0	196.0	116.0	35.0	43.0	160.0	40.0	49.0	477.0	0.0	440.0	158.0	76.0	184.0	195.0	112.0	203.0	423.0	157.0
f969e1254d0be67f979da4d67fee0b1a	43.0	87.0	209.0	66.0	56.0	131.0	208.0	201.0	107.0	0.0	76.0	137.0	71.0	0.0	95.0	378.0	195.0	148.0	45.0	246.0	255.0	85.0	146.0	257.0	251.0	324.0	295.0
8e8a054646ad8f50ed8ec88cbae3c64c	146.0	116.0	102.0	0.0	352.0	242.0	209.0	150.0	784.0	138.0	101.0	0.0	85.0	192.0	0.0	281.0	78.0	368.0	109.0	168.0	0.0	0.0	120.0	147.0	116.0	0.0	0.0
91918a419ac660a424ba853d7a449e8d	0.0	153.0	235.0	31.0	0.0	603.0	189.0	124.0	0.0	0.0	84.0	253.0	30.0	0.0	666.0	174.0	126.0	0.0	0.0	295.0	353.0	0.0	0.0	0.0	0.0	108.0	572.0
571fa25b0fcc10897161313546deb3b5	150.0	223.0	0.0	173.0	142.0	189.0	412.0	176.0	143.0	112.0	229.0	0.0	203.0	153.0	73.0	519.0	137.0	166.0	101.0	72.0	0.0	93.0	50.0	91.0	92.0	176.0	97.0
f3d764b0662a5907b2a100ccda084434	722.0	445.0	480.0	32.0	91.0	41.0	44.0	37.0	56.0	177.0	387.0	104.0	16.0	73.0	20.0	33.0	30.0	26.0	243.0	339.0	229.0	46.0	31.0	99.0	39.0	19.0	82.0
c8d6dbd9ab545f25886044e51eb236f5	333.0	930.0	302.0	114.0	0.0	0.0	99.0	235.0	0.0	143.0	383.0	218.0	53.0	0.0	0.0	0.0	267.0	76.0	56.0	349.0	195.0	0.0	0.0	0.0	0.0	115.0	0.0
a2ee284a3f42f72840d61f40188f2500	815.0	35.0	72.0	0.0	201.0	0.0	46.0	65.0	0.0	607.0	0.0	55.0	0.0	291.0	0.0	70.0	101.0	163.0	463.0	0.0	77.0	0.0	456.0	122.0	0.0	66.0	0.0
a73bf3815d10c73c166a7d2fbdb6ef79	75.0	295.0	158.0	153.0	24.0	158.0	317.0	148.0	38.0	74.0	454.0	214.0	157.0	50.0	163.0	291.0	115.0	114.0	65.0	136.0	99.0	51.0	27.0	26.0	177.0	49.0	47.0
fde4559d14f1dc6c8fff25767e461daa	166.0	355.0	281.0	61.0	184.0	820.0	0.0	0.0	211.0	175.0	176.0	169.0	90.0	0.0	314.0	0.0	0.0	121.0	0.0	308.0	108.0	0.0	0.0	0.0	0.0	0.0	129.0
54f8e4b95ab7c613fd67748cc96c3d2f	451.0	0.0	225.0	291.0	0.0	108.0	226.0	352.0	0.0	263.0	0.0	172.0	177.0	0.0	94.0	71.0	560.0	225.0	98.0	149.0	0.0	0.0	0.0	64.0	0.0	83.0	0.0
49e86b916f4e5922eb18b3f86b0a26d7	373.0	184.0	124.0	403.0	158.0	74.0	86.0	0.0	151.0	307.0	96.0	92.0	474.0	95.0	56.0	85.0	76.0	59.0	67.0	273.0	67.0	128.0	84.0	0.0	45.0	46.0	0.0
8dd30fce65f3daddb00ac8268313dee3	565.0	229.0	274.0	177.0	28.0	52.0	185.0	102.0	16.0	172.0	153.0	110.0	122.0	0.0	39.0	55.0	152.0	41.0	325.0	160.0	101.0	80.0	0.0	46.0	151.0	70.0	79.0
9964be96038bfc67d11bfa8198b32754	501.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	89.0	336.0	0.0	0.0	0.0	564.0	0.0	0.0	0.0	347.0	330.0	0.0	0.0	0.0	745.0	269.0	0.0	0.0	0.0
def10d7d8511731822f46643a9008e67	29.0	0.0	653.0	228.0	47.0	94.0	0.0	64.0	0.0	25.0	0.0	365.0	206.0	93.0	83.0	0.0	123.0	0.0	21.0	0.0	869.0	118.0	187.0	0.0	0.0	113.0	96.0
7aa91fa64f26bdb6c01e3b3805be00e3	0.0	0.0	153.0	96.0	0.0	1512.0	0.0	0.0	79.0	0.0	0.0	109.0	122.0	0.0	864.0	0.0	0.0	106.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	269.0
d52ae9060e39f430a2ce40d721dfc3ad	40.0	0.0	0.0	272.0	63.0	0.0	209.0	390.0	164.0	35.0	0.0	0.0	198.0	130.0	0.0	272.0	596.0	338.0	15.0	0.0	0.0	80.0	61.0	112.0	119.0	149.0	0.0
297ec9a377cee946de11f8baf04a5dd2	0.0	13.0	0.0	143.0	47.0	263.0	37.0	692.0	656.0	0.0	0.0	0.0	126.0	0.0	62.0	0.0	476.0	235.0	0.0	0.0	0.0	51.0	0.0	46.0	0.0	352.0	44.0
cebc3c715c848064514d6f373cbd315c	63.0	142.0	323.0	89.0	29.0	309.0	95.0	229.0	30.0	36.0	186.0	214.0	55.0	30.0	155.0	141.0	169.0	0.0	28.0	124.0	209.0	66.0	0.0	38.0	85.0	185.0	178.0
520833bd7365617c95c14bc86fd2edf5	226.0	129.0	243.0	127.0	132.0	87.0	80.0	116.0	56.0	104.0	115.0	271.0	111.0	141.0	69.0	76.0	78.0	168.0	39.0	184.0	223.0	66.0	35.0	129.0	27.0	49.0	111.0
8f1135c0b823faf078f710b6b439d46b	0.0	560.0	11.0	0.0	0.0	0.0	10.0	9.0	0.0	0.0	672.0	15.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	1612.0	109.0	0.0	0.0	0.0	11.0	62.0	0.0
2b3e7705c8525df78f60e79c8e8cc194	283.0	80.0	166.0	33.0	0.0	0.0	0.0	0.0	0.0	166.0	78.0	440.0	41.0	35.0	51.0	31.0	75.0	257.0	347.0	162.0	420.0	33.0	34.0	173.0	0.0	50.0	72.0
2c30b4644f6c46cc186d5c48c0cb3c3e	371.0	184.0	826.0	44.0	44.0	135.0	67.0	0.0	51.0	190.0	149.0	367.0	52.0	22.0	0.0	66.0	0.0	41.0	27.0	197.0	118.0	0.0	0.0	26.0	12.0	0.0	30.0
1dbe9598875ce82dc7fec000f09a05e4	0.0	0.0	0.0	0.0	0.0	147.0	306.0	702.0	0.0	0.0	0.0	101.0	0.0	0.0	60.0	122.0	984.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.0	160.0	71.0
8e1d5bc04f67cbb4df0510daaec9aa4e	143.0	460.0	242.0	73.0	207.0	55.0	132.0	0.0	0.0	92.0	502.0	148.0	132.0	136.0	0.0	210.0	0.0	0.0	0.0	304.0	0.0	78.0	0.0	0.0	60.0	0.0	41.0
66d1c7638264d82c05233029b3373ebd	18.0	0.0	0.0	0.0	0.0	82.0	280.0	696.0	0.0	0.0	0.0	41.0	0.0	0.0	87.0	120.0	1010.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	206.0	111.0
34d0069b8ac04e4a492817c230c4f476	112.0	156.0	139.0	157.0	0.0	182.0	0.0	0.0	14.0	62.0	144.0	175.0	87.0	16.0	229.0	36.0	47.0	105.0	0.0	108.0	217.0	165.0	170.0	140.0	0.0	80.0	426.0
25832692fe709d46bb8435c812ffaa80	144.0	309.0	308.0	226.0	92.0	78.0	84.0	82.0	65.0	87.0	199.0	185.0	138.0	81.0	47.0	64.0	90.0	76.0	73.0	111.0	110.0	95.0	56.0	43.0	39.0	31.0	53.0
297eb1606f48b424d8f2a36121b622dd	95.0	0.0	89.0	99.0	111.0	86.0	273.0	118.0	58.0	82.0	20.0	86.0	86.0	163.0	153.0	336.0	158.0	142.0	67.0	0.0	48.0	55.0	254.0	48.0	188.0	92.0	55.0
4249a7f8070fedd050cddb8c1c336d96	188.0	206.0	21.0	116.0	185.0	167.0	174.0	108.0	82.0	118.0	175.0	13.0	120.0	193.0	84.0	197.0	41.0	115.0	115.0	47.0	0.0	53.0	79.0	94.0	106.0	31.0	115.0
feda5560627a5638ca23ba02be511775	236.0	246.0	0.0	143.0	150.0	195.0	242.0	166.0	197.0	112.0	106.0	0.0	136.0	206.0	0.0	174.0	147.0	96.0	44.0	0.0	0.0	47.0	0.0	66.0	61.0	77.0	84.0
c5850ce4c71862dcf1e32df8157c099f	71.0	69.0	40.0	0.0	0.0	0.0	86.0	48.0	0.0	19.0	43.0	0.0	0.0	28.0	0.0	0.0	26.0	0.0	424.0	566.0	132.0	158.0	163.0	221.0	253.0	341.0	129.0
6cb511628c2f0ee360238899fe7f52a8	257.0	0.0	247.0	121.0	21.0	146.0	168.0	112.0	25.0	182.0	0.0	283.0	93.0	35.0	212.0	191.0	142.0	112.0	85.0	0.0	91.0	27.0	41.0	33.0	63.0	54.0	58.0
6090b3f9b052a81496de28c6d8b0d093	38.0	84.0	11.0	241.0	0.0	314.0	201.0	60.0	10.0	0.0	11.0	0.0	239.0	11.0	174.0	76.0	65.0	103.0	16.0	244.0	26.0	142.0	33.0	28.0	284.0	101.0	227.0
9de1687ce1655be595bbcd10c4d8466a	96.0	62.0	91.0	78.0	384.0	72.0	58.0	99.0	345.0	90.0	49.0	92.0	92.0	254.0	0.0	112.0	65.0	148.0	80.0	84.0	61.0	0.0	152.0	77.0	0.0	83.0	0.0
3659b9f37f819b3c391faa78fb78c93a	60.0	35.0	76.0	203.0	58.0	206.0	253.0	184.0	46.0	57.0	62.0	93.0	135.0	59.0	217.0	192.0	214.0	108.0	0.0	0.0	44.0	68.0	0.0	40.0	118.0	88.0	93.0
4a028251e95c6e074d45b01f5fa6ec45	38.0	0.0	135.0	136.0	111.0	72.0	298.0	248.0	69.0	0.0	0.0	139.0	131.0	138.0	81.0	265.0	283.0	148.0	0.0	0.0	81.0	27.0	49.0	25.0	108.0	103.0	22.0
4025e63b601a3d4bb4deb326d15952ad	863.0	16.0	53.0	66.0	10.0	18.0	37.0	0.0	0.0	821.0	16.0	44.0	44.0	0.0	17.0	22.0	0.0	61.0	365.0	10.0	62.0	26.0	0.0	44.0	28.0	0.0	34.0
128a5b18656155172ec6c9ddc1f5e214	0.0	0.0	782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	55.0	941.0	0.0	0.0	0.0	0.0	0.0	0.0
4530d612203caf73c13209ea9798b305	23.0	13.0	52.0	75.0	179.0	153.0	43.0	262.0	726.0	15.0	11.0	20.0	84.0	292.0	30.0	73.0	197.0	207.0	5.0	0.0	0.0	17.0	8.0	38.0	11.0	52.0	14.0
e6792e632649f982d1b8b672198cb966	155.0	224.0	215.0	94.0	245.0	545.0	57.0	28.0	336.0	112.0	82.0	0.0	81.0	148.0	80.0	55.0	0.0	119.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	0.0
9ccbef0e6ed9294aaa3e5e6319cb8872	218.0	242.0	62.0	125.0	129.0	125.0	214.0	183.0	131.0	101.0	124.0	0.0	145.0	165.0	0.0	223.0	168.0	80.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	77.0	0.0
c76ac8eecfef4e6a7f82cd3202b1fd48	121.0	155.0	113.0	124.0	53.0	85.0	109.0	114.0	0.0	37.0	159.0	113.0	101.0	70.0	60.0	66.0	143.0	100.0	78.0	240.0	80.0	91.0	0.0	75.0	65.0	88.0	122.0
6344f83f70985ae449fbc16c5c373389	246.0	98.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	94.0	368.0	59.0	0.0	42.0	0.0	62.0	215.0	285.0	190.0	340.0	0.0	0.0	144.0	0.0	0.0	70.0
7d933a7735bd7a5a409a739afbd486e2	29.0	43.0	88.0	125.0	9.0	247.0	66.0	110.0	0.0	9.0	108.0	108.0	103.0	0.0	304.0	37.0	200.0	34.0	32.0	306.0	155.0	36.0	23.0	21.0	67.0	109.0	147.0
1e498a9db0b2649e42f13d2331698393	0.0	0.0	14.0	97.0	31.0	120.0	190.0	47.0	258.0	0.0	27.0	14.0	107.0	46.0	203.0	173.0	67.0	527.0	0.0	10.0	0.0	58.0	45.0	243.0	92.0	29.0	82.0
3f316ef65c5e604f9a31e400a9112f74	233.0	162.0	113.0	80.0	0.0	61.0	82.0	43.0	91.0	195.0	358.0	126.0	67.0	28.0	61.0	72.0	49.0	139.0	118.0	138.0	55.0	38.0	0.0	44.0	38.0	36.0	34.0
70cb3290f00c503ed294cc521f9e44ee	1402.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	786.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
28c190fb1e90931f1baaa1e274e6603c	96.0	29.0	57.0	133.0	132.0	227.0	80.0	343.0	321.0	67.0	0.0	41.0	134.0	155.0	147.0	78.0	195.0	127.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	43.0	0.0
1b348a4ddb263f0a74f69b6c15569bf9	0.0	0.0	0.0	0.0	0.0	40.0	183.0	691.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	966.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311.0	146.0	0.0
7304c1c2d0a3393020aea89b37ffca97	46.0	285.0	149.0	53.0	60.0	187.0	83.0	0.0	41.0	45.0	326.0	137.0	53.0	73.0	448.0	75.0	0.0	108.0	23.0	91.0	0.0	0.0	0.0	18.0	27.0	0.0	77.0
be5450357729d6bba88b8e790e6518f3	0.0	149.0	322.0	28.0	0.0	0.0	63.0	58.0	33.0	0.0	51.0	186.0	18.0	0.0	0.0	0.0	73.0	174.0	0.0	292.0	635.0	25.0	18.0	81.0	98.0	96.0	0.0
6e106dffd6aa8b7741c44a621182af7b	82.0	281.0	101.0	167.0	55.0	68.0	161.0	27.0	11.0	65.0	166.0	77.0	87.0	82.0	50.0	56.0	60.0	42.0	44.0	126.0	77.0	51.0	148.0	45.0	142.0	20.0	92.0
8495542e5a5baac18053c47c5e4646c5	185.0	0.0	0.0	0.0	86.0	485.0	47.0	0.0	49.0	141.0	0.0	0.0	0.0	164.0	526.0	71.0	24.0	73.0	142.0	0.0	0.0	0.0	74.0	25.0	54.0	0.0	192.0
1ba38a6e781620cee8ac981fed7d167d	0.0	1364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.0	102.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	280.0	46.0	0.0	0.0	0.0	0.0	0.0	84.0
9fc7d3fd7b0b6edcedae460c90172e90	0.0	0.0	0.0	277.0	925.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	710.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	141.0	0.0	0.0	0.0	0.0
11c6df99f0ae6e516fa65e2adf55298e	159.0	93.0	114.0	0.0	55.0	0.0	0.0	0.0	0.0	92.0	97.0	262.0	0.0	82.0	57.0	0.0	107.0	187.0	185.0	163.0	276.0	0.0	53.0	107.0	0.0	122.0	102.0
a87db0bd44081e66767b5111fdf6d9cc	12.0	24.0	228.0	50.0	34.0	185.0	155.0	108.0	26.0	10.0	17.0	203.0	44.0	26.0	253.0	256.0	183.0	77.0	0.0	34.0	150.0	0.0	21.0	0.0	92.0	66.0	49.0
561a2ee6553c5701306577dc0901fbfe	125.0	239.0	147.0	0.0	222.0	797.0	0.0	0.0	199.0	84.0	70.0	58.0	0.0	0.0	228.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
bee4a66e9814d383b56970e8f4cd9102	235.0	0.0	245.0	67.0	41.0	397.0	0.0	0.0	25.0	145.0	0.0	223.0	83.0	19.0	297.0	28.0	44.0	34.0	47.0	29.0	141.0	18.0	12.0	18.0	0.0	0.0	126.0
657be24f4b5523b27e643355cdfa3b99	80.0	537.0	132.0	171.0	36.0	284.0	43.0	87.0	0.0	60.0	316.0	82.0	160.0	0.0	95.0	37.0	96.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
304a18f1c88fc9c3786c8a5ee70d97d8	128.0	204.0	0.0	85.0	152.0	133.0	157.0	35.0	70.0	101.0	176.0	0.0	85.0	143.0	64.0	193.0	44.0	47.0	46.0	60.0	0.0	47.0	44.0	55.0	86.0	24.0	90.0
c86b0b19b4f7f6d5bb9dc1a5681146b5	274.0	0.0	141.0	257.0	0.0	94.0	0.0	172.0	0.0	195.0	0.0	100.0	243.0	0.0	0.0	0.0	256.0	335.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	87.0	0.0
c7110de2c10f0afdb105f441b7cf9ed3	0.0	1837.0	39.0	24.0	0.0	78.0	0.0	104.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
9de8370e9e5aa721790a45a62f78b90c	371.0	40.0	25.0	76.0	77.0	0.0	0.0	231.0	103.0	314.0	51.0	31.0	72.0	105.0	0.0	0.0	205.0	134.0	150.0	16.0	19.0	13.0	46.0	33.0	0.0	72.0	0.0
